"Species","GeneID","GeneName","Elements","Citation.s....DOI.only","Closest.ortholog.species","Tissue","Comments","Primary.Inferred","Inferred.from.","A.thaliana orthologs","M.truncatula orthologs","O.sativa orthologs","Z.mays orthologs","G.max orthologs","S.bicolor orthologs","S.viridisearly-release orthologs","S.italica orthologs"
"G.max","Glyma.08G241600",NA,"Ca,Mg",NA,NA,NA,NA,"Inferred","AT5G15410","AT5G15410","Medtr7g012260","LOC_Os03g55100","GRMZM2G074317,GRMZM5G858887","Glyma.08G241600","Sobic.001G083800","Sevir.9G083800","Seita.9G085500"
"G.max","Glyma.18G263900",NA,"Ca,Mg",NA,NA,NA,NA,"Inferred","AT5G15410","AT5G15410","Medtr7g012260","LOC_Os03g55100","GRMZM2G074317,GRMZM5G858887","Glyma.18G263900","Sobic.001G083800","Sevir.9G083800","Seita.9G085500"
"G.max","Glyma.13G213400",NA,"Cu",NA,NA,NA,NA,"Inferred","AT5G18830","AT5G18830","Medtr2g020620","LOC_Os05g33810","GRMZM2G109354","Glyma.13G213400","Sobic.009G135000","Sevir.3G251900","Seita.3G246000"
"G.max","Glyma.15G099400",NA,"Cu",NA,NA,NA,NA,"Inferred","AT5G18830","AT5G18830","Medtr2g020620","LOC_Os05g33810","GRMZM2G109354","Glyma.15G099400","Sobic.009G135000","Sevir.3G251900","Seita.3G246000"
"G.max","Glyma.13G166100",NA,"Na",NA,NA,NA,NA,"Inferred","AT5G35410","AT5G35410","Medtr4g114670","LOC_Os06g40370","GRMZM2G137569,GRMZM2G171507","Glyma.13G166100","Sobic.010G186300","Sevir.4G231900","Seita.4G221700"
"G.max","Glyma.17G113700",NA,"Na",NA,NA,NA,NA,"Inferred","AT5G35410","AT5G35410","Medtr4g114670","LOC_Os06g40370","GRMZM2G137569,GRMZM2G171507","Glyma.17G113700","Sobic.010G186300","Sevir.4G231900","Seita.4G221700"
"G.max","Glyma.03G165000",NA,"Zn,Cd,As",NA,NA,NA,NA,"Inferred","AT5G44070,LOC_Os06g01260","AT1G03980,AT5G44070","Medtr7g097190","LOC_Os06g01260","GRMZM2G091228","Glyma.03G165000","Sobic.003G024200,Sobic.003G024300","Sevir.5G144600,Sevir.5G144700","Seita.5G146100,Seita.5G146200"
"G.max","Glyma.19G166400",NA,"Zn,Cd,As",NA,NA,NA,NA,"Inferred","AT5G44070,LOC_Os06g01260","AT1G03980,AT5G44070","Medtr7g097190","LOC_Os06g01260","GRMZM2G091228","Glyma.19G166400","Sobic.003G024200,Sobic.003G024300","Sevir.5G144600,Sevir.5G144700","Seita.5G146100,Seita.5G146200"
"G.max","Glyma.04G237400",NA,"Pb",NA,NA,NA,NA,"Inferred","AT5G53130","AT5G53130","Medtr3g091080","LOC_Os06g33570","GRMZM2G148118","Glyma.04G237400","Sobic.004G113300,Sobic.004G113400,Sobic.010G153700","Sevir.1G014200,Sevir.4G136300","Seita.1G014200,Seita.4G168400"
"G.max","Glyma.06G126600",NA,"Pb",NA,NA,NA,NA,"Inferred","AT5G53130","AT5G53130","Medtr3g091080","LOC_Os06g33570","GRMZM2G148118","Glyma.06G126600","Sobic.004G113300,Sobic.004G113400,Sobic.010G153700","Sevir.1G014200,Sevir.4G136300","Seita.1G014200,Seita.4G168400"
"G.max","Glyma.14G161600",NA,"Pb",NA,NA,NA,NA,"Inferred","AT5G53130","AT5G53130","","LOC_Os06g33570","GRMZM2G148118","Glyma.14G161600","Sobic.004G113300,Sobic.004G113400,Sobic.010G153700","Sevir.1G014200,Sevir.4G136300","Seita.1G014200,Seita.4G168400"
"G.max","Glyma.04G231900",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","AT5G53550,LOC_Os04g45860,LOC_Os04g45900","AT5G53550","Medtr3g092090","LOC_Os04g45860,LOC_Os04g45900","GRMZM2G026391,GRMZM2G051179","Glyma.04G231900","Sobic.006G164200,Sobic.006G164300","Sevir.7G195100","Seita.7G185000"
"G.max","Glyma.06G133000",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","AT5G53550,LOC_Os04g45860,LOC_Os04g45900","AT5G53550","Medtr3g092090","LOC_Os04g45860,LOC_Os04g45900","GRMZM2G026391,GRMZM2G051179","Glyma.06G133000","Sobic.006G164200,Sobic.006G164300","Sevir.7G195100","Seita.7G185000"
"G.max","Glyma.17G191300",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","AT5G53550,LOC_Os04g45860,LOC_Os04g45900","AT5G53550","","LOC_Os04g45860,LOC_Os04g45900","GRMZM2G026391,GRMZM2G051179","Glyma.17G191300","Sobic.006G164200,Sobic.006G164300","Sevir.7G195100","Seita.7G185000"
"G.max","Glyma.13G094400",NA,"Li,B,Na,Mg,K,Ca,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Mo,Cd",NA,NA,NA,NA,"Inferred","AT5G57620","AT5G57620","Medtr4g128670","LOC_Os08g15020","GRMZM2G011422","Glyma.13G094400","Sobic.002G209300","","Seita.1G344700"
"G.max","Glyma.17G065800",NA,"Li,B,Na,Mg,K,Ca,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Mo,Cd",NA,NA,NA,NA,"Inferred","AT5G57620","AT5G57620","Medtr4g128670","LOC_Os08g15020","GRMZM2G011422","Glyma.17G065800","Sobic.002G209300","","Seita.1G344700"
"G.max","Glyma.06G145800",NA,"K",NA,NA,NA,NA,"Inferred","AT5G64930","AT5G64930","Medtr3g094760","LOC_Os01g68970,LOC_Os02g53070","GRMZM2G032447,GRMZM2G158811","Glyma.06G145800","Sobic.003G402900,Sobic.004G312100","Sevir.1G340900,Sevir.5G434600","Seita.1G334300,Seita.5G428700"
"G.max","Glyma.06G115800",NA,"Fe",NA,NA,NA,NA,"Inferred","Medtr3g088460","","Medtr3g088460","LOC_Os07g15370","GRMZM2G147560","Glyma.06G115800","Sobic.002G095400","Sevir.2G103000","Seita.2G100300"
"G.max","Glyma.11G135500",NA,"Zn",NA,NA,NA,NA,"Inferred","Medtr4g064893","AT2G29410","Medtr4g064893","","","Glyma.11G135500","","",""
"G.max","Glyma.12G059000",NA,"Zn",NA,NA,NA,NA,"Inferred","Medtr4g064893","AT2G29410","Medtr4g064893","","","Glyma.12G059000","","",""
"G.max","Glyma.08G164800",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os01g03914","AT1G16310,AT1G79520","Medtr2g064405","LOC_Os01g03914","AC182482.3_FG003","Glyma.08G164800","Sobic.003G086300","Sevir.5G086900","Seita.5G088300"
"G.max","Glyma.09G099500",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os01g03914","AT1G16310,AT1G79520","Medtr8g046550","LOC_Os01g03914","AC182482.3_FG003","Glyma.09G099500","Sobic.003G086300","Sevir.5G086900","Seita.5G088300"
"G.max","Glyma.09G122600",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os01g03914","","Medtr3g080090","LOC_Os01g03914","AC182482.3_FG003","Glyma.09G122600","Sobic.003G086300","",""
"G.max","Glyma.15G262300",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os01g03914","AT1G16310,AT1G79520","Medtr2g064405","LOC_Os01g03914","AC182482.3_FG003","Glyma.15G262300","Sobic.003G086300","Sevir.5G086900","Seita.5G088300"
"G.max","Glyma.15G262400",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os01g03914","AT1G16310,AT1G79520","Medtr2g064405","LOC_Os01g03914","AC182482.3_FG003","Glyma.15G262400","Sobic.003G086300","Sevir.5G086900","Seita.5G088300"
"G.max","Glyma.05G010600",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os01g45990","AT2G26650","Medtr4g113530","LOC_Os01g45990","GRMZM2G022915,GRMZM2G171279","Glyma.05G010600","Sobic.003G237900","Sevir.5G252300","Seita.5G244400"
"G.max","Glyma.17G118300",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os01g45990","AT2G26650","Medtr4g113530","LOC_Os01g45990","GRMZM2G022915,GRMZM2G171279","Glyma.17G118300","Sobic.003G237900","Sevir.5G252300","Seita.5G244400"
"G.max","Glyma.03G086000",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os02g10290","","Medtr8g012390","LOC_Os02g10290","GRMZM2G029951","Glyma.03G086000","Sobic.004G079900","Sevir.1G048900","Seita.1G049200"
"G.max","Glyma.16G088300",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os02g10290","","Medtr8g012390","LOC_Os02g10290","GRMZM2G029951","Glyma.16G088300","Sobic.004G079900","Sevir.1G048900","Seita.1G049200"
"G.max","Glyma.02G231200",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os03g18550","AT1G07030,AT2G30160","Medtr5g073040","LOC_Os03g18550","GRMZM2G032182,GRMZM2G053908","Glyma.02G231200","Sobic.001G403700","Sevir.9G441600","Seita.9G437700"
"G.max","Glyma.14G198800",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os03g18550","AT1G07030,AT2G30160","Medtr5g073040","LOC_Os03g18550","GRMZM2G032182,GRMZM2G053908","Glyma.14G198800","Sobic.001G403700","Sevir.9G441600","Seita.9G437700"
"G.max","Glyma.01G219100",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os04g46940","","Medtr8g079250","LOC_Os04g46940","GRMZM2G143512,GRMZM2G144083","Glyma.01G219100","","",""
"G.max","Glyma.19G140000",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os04g46940","AT1G63440","Medtr5g010420","LOC_Os04g46940","GRMZM2G143512,GRMZM2G144083","Glyma.19G140000","Sobic.006G173700,Sobic.006G173800","Sevir.7G205900,Sevir.7G206000","Seita.7G193900,Seita.7G194000"
"G.max","Glyma.13G220000",NA,"As",NA,NA,NA,NA,"Inferred","LOC_Os04g52900","AT1G30400,AT2G34660","Medtr2g019020","LOC_Os04g52900","GRMZM2G084181","Glyma.13G220000","Sobic.006G219300","Sevir.7G252600","Seita.7G241100"
"G.max","Glyma.15G092400",NA,"As",NA,NA,NA,NA,"Inferred","LOC_Os04g52900","AT1G30400,AT2G34660","Medtr2g019020","LOC_Os04g52900","GRMZM2G084181","Glyma.15G092400","Sobic.006G219300","Sevir.7G252600","Seita.7G241100"
"G.max","Glyma.02G299700",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os07g01810","AT5G55630","Medtr5g095650","LOC_Os03g54100,LOC_Os07g01810","GRMZM2G083677","Glyma.02G299700","Sobic.001G086900","Sevir.8G124600,Sevir.9G087900","Seita.7G288300,Seita.8G118200,Seita.9G089200,Seita.9G089400"
"G.max","Glyma.14G014100",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os07g01810","AT5G55630","Medtr5g095650","LOC_Os03g54100,LOC_Os07g01810","GRMZM2G083677","Glyma.14G014100","Sobic.001G086900","Sevir.8G124600,Sevir.9G087900","Seita.7G288300,Seita.8G118200,Seita.9G089200,Seita.9G089400"
"G.max","Glyma.09G055600",NA,"Cd",NA,NA,NA,NA,"Inferred","LOC_Os07g12900","","Medtr2g036380","LOC_Os07g12900","","Glyma.09G055600","","Sevir.2G092800,Sevir.2G093100,Sevir.4G255000","Seita.2G090300,Seita.2G090500,Seita.4G242300"
"G.max","Glyma.06G266800",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os08g04390","AT5G54680","Medtr4g081370","LOC_Os07g35870,LOC_Os08g04390","GRMZM2G017586,GRMZM2G058451,GRMZM2G069630,GRMZM2G093744","Glyma.06G266800","Sobic.007G033800","Sevir.6G068300","Seita.2G342600,Seita.6G069500"
"G.max","Glyma.12G136300",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os08g04390","AT5G54680","Medtr4g081370","LOC_Os07g35870,LOC_Os08g04390","GRMZM2G017586,GRMZM2G058451,GRMZM2G069630,GRMZM2G093744","Glyma.12G136300","Sobic.007G033800","Sevir.6G068300","Seita.2G342600,Seita.6G069500"
"G.max","Glyma.12G214900",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os08g04390","AT5G54680","","LOC_Os07g35870,LOC_Os08g04390","GRMZM2G017586,GRMZM2G058451,GRMZM2G069630,GRMZM2G093744","Glyma.12G214900","Sobic.007G033800","Sevir.6G068300","Seita.2G342600,Seita.6G069500"
"G.max","Glyma.13G286700",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os08g04390","AT5G54680","","LOC_Os07g35870,LOC_Os08g04390","GRMZM2G017586,GRMZM2G058451,GRMZM2G069630,GRMZM2G093744","Glyma.13G286700","Sobic.007G033800","Sevir.6G068300","Seita.2G342600,Seita.6G069500"
"G.max","Glyma.10G203200",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os08g10480","AT1G66240","Medtr1g092670","LOC_Os08g10480","","Glyma.10G203200","Sobic.008G179500","Sevir.8G115200","Seita.8G110600"
"G.max","Glyma.20G187100",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os08g10480","AT1G66240","Medtr1g092670","LOC_Os08g10480","","Glyma.20G187100","Sobic.008G179500","Sevir.8G115200","Seita.8G110600"
"G.max","Glyma.02G307300",NA,"Fe",NA,NA,NA,NA,"Inferred","GRMZM2G060952","","Medtr5g097900,Medtr5g097910,Medtr5g097940","LOC_Os04g37470,LOC_Os04g37480,LOC_Os04g37490","GRMZM2G048121,GRMZM2G060952","Glyma.02G307300","","Sevir.7G122000,Sevir.7G122400,Sevir.7G122500,Sevir.7G122700,Sevir.7G123300,Sevir.7G123400","Seita.7G114000,Seita.7G114200,Seita.7G114300,Seita.7G114700,Seita.7G115200,Seita.7G115300"
"G.max","Glyma.15G189300",NA,"Fe",NA,NA,NA,NA,"Inferred","GRMZM2G060952","AT1G59950,AT1G59960","Medtr0374s0050","LOC_Os04g37470,LOC_Os04g37480,LOC_Os04g37490","GRMZM2G048121,GRMZM2G060952","Glyma.15G189300","","Sevir.6G234900,Sevir.9G301900,Sevir.9G479900","Seita.6G227700,Seita.9G476100"
"G.max","Glyma.18G285800",NA,"Fe",NA,NA,NA,NA,"Inferred","GRMZM2G060952","","Medtr3g083130","LOC_Os04g37470,LOC_Os04g37480,LOC_Os04g37490","GRMZM2G048121,GRMZM2G060952","Glyma.18G285800","","Sevir.7G122000,Sevir.7G122400,Sevir.7G122500,Sevir.7G122700,Sevir.7G123300,Sevir.7G123400","Seita.7G114000,Seita.7G114200,Seita.7G114300,Seita.7G114700,Seita.7G115200,Seita.7G115300"
"G.max","Glyma.20G031100",NA,"Fe",NA,NA,NA,NA,"Inferred","GRMZM2G060952","AT1G59950,AT1G59960","","LOC_Os04g37470,LOC_Os04g37480,LOC_Os04g37490","GRMZM2G048121,GRMZM2G060952","Glyma.20G031100","","Sevir.6G234900,Sevir.9G301900,Sevir.9G479900","Seita.6G227700,Seita.9G476100"
