"Species","GeneID","GeneName","Elements","Citation(s) - DOI only","Closest species orthologs","Tissue","Comments","Primary/Inferred","Inferred from?","A.thaliana orthologs","M.truncatula orthologs","O.sativa orthologs","T.aestivumearly-release orthologs","Z.mays orthologs","G.max orthologs","S.bicolor orthologs","S.viridisearly-release orthologs","S.italica orthologs"
"Z.mays","AC182482.3_FG003",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os01g03914","AT1G16310,AT1G79520","Medtr2g064405,Medtr3g080090,Medtr8g046550","LOC_Os01g03914","Traes_3AS_4988A011D,Traes_3B_2BC989BE8","AC182482.3_FG003","Glyma.08G164800,Glyma.09G099500,Glyma.09G122600,Glyma.15G262300,Glyma.15G262400","Sobic.003G086300","Sevir.5G086900","Seita.5G088300"
"Z.mays","GRMZM2G022915",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os01g45990","AT2G26650","Medtr4g113530","LOC_Os01g45990","","GRMZM2G022915","Glyma.05G010600,Glyma.17G118300","","",""
"Z.mays","GRMZM2G171279",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os01g45990","AT2G26650","Medtr4g113530","LOC_Os01g45990","","GRMZM2G171279","Glyma.05G010600,Glyma.17G118300","Sobic.003G237900","Sevir.5G252300","Seita.5G244400"
"Z.mays","GRMZM2G303374",NA,"As",NA,NA,NA,NA,"Inferred","LOC_Os02g06290","","","LOC_Os02g06290","Traes_6AS_A137671B1,Traes_6DS_98585F07B","GRMZM2G303374","","Sobic.004G046400","Sevir.1G080600","Seita.1G082100"
"Z.mays","GRMZM2G029951",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os02g10290","","Medtr8g012390","LOC_Os02g10290","Traes_6AS_6F306F27E,Traes_6DS_26C5A0A44","GRMZM2G029951","Glyma.03G086000,Glyma.16G088300","Sobic.004G079900","Sevir.1G048900","Seita.1G049200"
"Z.mays","GRMZM2G156599",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os02g43410","","","LOC_Os02g43410","","GRMZM2G156599","","Sobic.004G299500","Sevir.1G258600","Seita.1G254300"
"Z.mays","GRMZM5G862882",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os02g53490","","","LOC_Os02g53490","","GRMZM5G862882","","Sobic.004G315400","Sevir.1G343700","Seita.1G337100"
"Z.mays","GRMZM2G032182",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os03g18550","AT1G07030,AT2G30160","Medtr5g073040","LOC_Os03g18550","Traes_4DL_7B2F68152","GRMZM2G032182","Glyma.02G231200,Glyma.14G198800","Sobic.001G403700","Sevir.9G441600","Seita.9G437700"
"Z.mays","GRMZM2G053908",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os03g18550","AT1G07030,AT2G30160","Medtr5g073040","LOC_Os03g18550","Traes_4DL_7B2F68152","GRMZM2G053908","Glyma.02G231200,Glyma.14G198800","","Sevir.9G441600","Seita.9G437700"
"Z.mays","GRMZM2G093826",NA,"Cs",NA,NA,NA,NA,"Inferred","LOC_Os04g32920","","","LOC_Os04g32920","Traes_2BL_D0C7517E1,Traes_4AL_FF208A87A,Traes_4BL_7FE25C6A2,Traes_4DL_496B8485B","GRMZM2G093826","","Sobic.006G061300","Sevir.7G089700","Seita.7G082300"
"Z.mays","GRMZM2G143512",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os04g46940","AT1G63440","Medtr5g010420,Medtr8g079250","LOC_Os04g46940","Traes_2AL_D0EABF355,Traes_2BL_19B3E60AA,Traes_2DL_51FF05F66","GRMZM2G143512","Glyma.01G219100,Glyma.19G140000","Sobic.006G173700","Sevir.7G205900","Seita.7G193900"
"Z.mays","GRMZM2G045849",NA,"Zn",NA,NA,NA,NA,"Inferred","LOC_Os04g52310","AT3G12750","","LOC_Os04g52310","Traes_2BL_23F1C8743","GRMZM2G045849","","Sobic.006G212200","Sevir.7G245900","Seita.7G234300"
"Z.mays","GRMZM2G084181",NA,"As",NA,NA,NA,NA,"Inferred","LOC_Os04g52900","AT1G30400,AT2G34660","Medtr2g019020","LOC_Os04g52900","Traes_2AL_0A38A0EFC,Traes_2DL_5F40C7E14","GRMZM2G084181","Glyma.13G220000,Glyma.15G092400","Sobic.006G219300","Sevir.7G252600","Seita.7G241100"
"Z.mays","GRMZM2G047762",NA,"Zn",NA,NA,NA,NA,"Inferred","LOC_Os05g39560","","","LOC_Os05g39560","Traes_4AS_F5F7D2A8D,Traes_4BL_68691F1FC,Traes_4DL_4B0AD05ED","GRMZM2G047762","","Sobic.009G170500","Sevir.3G213300","Seita.3G208000"
"Z.mays","GRMZM2G351347",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os07g01810","AT5G55630","","LOC_Os07g01810","Traes_4AL_BE405B578,Traes_4BS_61A38B6BA,Traes_4DS_BDB03ED9C","GRMZM2G351347","","Sobic.005G114000","Sevir.8G124600","Seita.8G118200"
"Z.mays","GRMZM2G175576",NA,"Cd",NA,NA,NA,NA,"Inferred","LOC_Os07g12900","","","LOC_Os07g12900","Traes_5BL_D6C3DC326","GRMZM2G175576","","Sobic.002G083000","Sevir.2G092800","Seita.2G090300"
"Z.mays","GRMZM2G017586",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os08g04390","AT1G51070,AT5G54680","Medtr4g081370","LOC_Os08g04390","Traes_7DL_88B60203A","GRMZM2G017586","Glyma.06G266800,Glyma.12G136300,Glyma.12G214900,Glyma.13G286700,Glyma.13G305500","","Sevir.6G068300","Seita.6G069500"
"Z.mays","GRMZM2G093744",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os08g04390","","Medtr4g081370","LOC_Os08g04390","Traes_7DL_88B60203A","GRMZM2G093744","Glyma.06G266800,Glyma.12G136300,Glyma.12G214900,Glyma.13G286700,Glyma.13G305500","Sobic.007G033800","Sevir.6G068300","Seita.6G069500"
"Z.mays","GRMZM5G820122",NA,"Ca",NA,NA,NA,NA,"Inferred","Traes_4BL_7091749BF","","","LOC_Os03g04920","Traes_4BL_7091749BF,Traes_4DL_B138DF6FC,Traes_5AL_FA71552A8","GRMZM5G820122","","Sobic.001G508200","Sevir.9G548400","Seita.9G543800"
